Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Age
JZI,Airlines,Online,Basic Plan,0,33,"KOREA, REPUBLIC OF",24
JZI,Airlines,Online,Basic Plan,0,5,CHINA,53
JZI,Airlines,Online,Basic Plan,0,75,INDONESIA,39
JZI,Airlines,Online,Value Plan,0,25,JAPAN,42
JZI,Airlines,Online,Value Plan,0,25,JAPAN,39
JZI,Airlines,Online,Value Plan,0,11,JAPAN,49
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,169,ITALY,37
ADM,Travel Agency,Online,Premier Plan,0,20,FRANCE,22
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,112,THAILAND,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,125,ITALY,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,105,UNITED KINGDOM,45
ADM,Travel Agency,Online,Premier Plan,0,22,FRANCE,22
EPX,Travel Agency,Online,Cancellation Plan,0,186,JAPAN,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,NEW ZEALAND,22
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,186,SINGAPORE,31
EPX,Travel Agency,Online,Cancellation Plan,0,83,UNITED STATES,29
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,65,AUSTRALIA,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,54,UNITED KINGDOM,60
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,66,CANADA,46
EPX,Travel Agency,Online,Cancellation Plan,0,131,HONG KONG,36
JZI,Airlines,Online,Value Plan,0,233,AUSTRALIA,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,79,MEXICO,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,63,PORTUGAL,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,20,AUSTRALIA,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,34,SOUTH AFRICA,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,UNITED KINGDOM,56
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,31,JAPAN,26
EPX,Travel Agency,Online,Cancellation Plan,0,8,SINGAPORE,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,62,UNITED STATES,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,68,MALAYSIA,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,166,SINGAPORE,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,UNITED KINGDOM,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,221,AUSTRALIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,18,MALAYSIA,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,77,JAPAN,59
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,77,JAPAN,59
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,42,AUSTRALIA,54
EPX,Travel Agency,Online,Cancellation Plan,0,64,INDIA,27
EPX,Travel Agency,Online,Cancellation Plan,0,7,THAILAND,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,68,UNITED STATES,46
EPX,Travel Agency,Online,Cancellation Plan,0,60,INDONESIA,36
ADM,Travel Agency,Online,Value Plan,0,24,FRANCE,22
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,38,AUSTRALIA,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,144,UNITED STATES,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,150,UNITED STATES,69
ADM,Travel Agency,Online,Premier Plan,0,56,FRANCE,22
ADM,Travel Agency,Online,Value Plan,0,28,FRANCE,22
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,118,IRELAND,56
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,33,MALAYSIA,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,38,FRANCE,44
ADM,Travel Agency,Online,Value Plan,0,137,ITALY,22
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,28,CANADA,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,47,AUSTRALIA,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,20,AUSTRALIA,64
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,58,DENMARK,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,49,INDIA,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,17,UNITED STATES,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,35,AUSTRALIA,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,AUSTRALIA,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,38,UNITED KINGDOM,31
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,57,SINGAPORE,36
JZI,Airlines,Online,Value Plan,0,30,NORWAY,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,AUSTRALIA,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,AUSTRALIA,37
ADM,Travel Agency,Online,Premier Plan,0,22,INDONESIA,22
C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,29
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,58,PORTUGAL,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,3,MALAYSIA,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,109,AUSTRALIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,25,THAILAND,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,19,AUSTRALIA,37
C2B,Airlines,Online,Bronze Plan,0,33,SINGAPORE,37
C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,36
C2B,Airlines,Online,Bronze Plan,0,20,SINGAPORE,59
C2B,Airlines,Online,Bronze Plan,0,20,SINGAPORE,65
C2B,Airlines,Online,Bronze Plan,0,23,SINGAPORE,66
C2B,Airlines,Online,Bronze Plan,0,53,SINGAPORE,36
C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,27
C2B,Airlines,Online,Bronze Plan,0,15,SINGAPORE,69
C2B,Airlines,Online,Bronze Plan,0,46,SINGAPORE,24
C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,25
C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,65
C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,41
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,58
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,31
C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,25
C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,24
C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,28
C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,29
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,31
C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,44
C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,31
C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,31
C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,38
C2B,Airlines,Online,Bronze Plan,0,21,SINGAPORE,54
C2B,Airlines,Online,Bronze Plan,0,3,SINGAPORE,54
C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,23
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,27
C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,34
C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,29
C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,26
C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,32
C2B,Airlines,Online,Silver Plan,0,16,SINGAPORE,37
C2B,Airlines,Online,Silver Plan,0,5,SINGAPORE,29
C2B,Airlines,Online,Silver Plan,0,4,SINGAPORE,28
C2B,Airlines,Online,Silver Plan,0,9,SINGAPORE,75
C2B,Airlines,Online,Silver Plan,0,33,SINGAPORE,29
C2B,Airlines,Online,Silver Plan,0,70,SINGAPORE,63
C2B,Airlines,Online,Silver Plan,0,35,SINGAPORE,32
C2B,Airlines,Online,Silver Plan,0,5,SINGAPORE,43
C2B,Airlines,Online,Silver Plan,0,8,SINGAPORE,38
C2B,Airlines,Online,Silver Plan,0,14,SINGAPORE,37
C2B,Airlines,Online,Silver Plan,0,11,SINGAPORE,30
C2B,Airlines,Online,Silver Plan,0,11,SINGAPORE,34
C2B,Airlines,Online,Silver Plan,0,34,SINGAPORE,25
C2B,Airlines,Online,Silver Plan,0,18,SINGAPORE,33
C2B,Airlines,Online,Silver Plan,0,10,SINGAPORE,24
C2B,Airlines,Online,Gold Plan,0,27,SINGAPORE,37
C2B,Airlines,Online,Annual Silver Plan,0,368,SINGAPORE,60
C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,34
C2B,Airlines,Online,Annual Silver Plan,0,369,SINGAPORE,34
C2B,Airlines,Online,Annual Silver Plan,0,369,SINGAPORE,33
C2B,Airlines,Online,Annual Silver Plan,1,365,SINGAPORE,62
C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,17,MALAYSIA,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,80,AUSTRALIA,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,GERMANY,65
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,39,PORTUGAL,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,17,"TAIWAN, PROVINCE OF CHINA",37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,15,UNITED KINGDOM,59
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,111,SPAIN,56
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,13,SPAIN,63
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,HONG KONG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,INDONESIA,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,THAILAND,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,38,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,UNITED ARAB EMIRATES,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,VIET NAM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,HONG KONG,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,76,PHILIPPINES,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,UNITED STATES,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,THAILAND,22
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,MALAYSIA,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,109,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,55,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,INDONESIA,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,LUXEMBOURG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,39,THAILAND,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,64,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,THAILAND,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,JAPAN,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,JAPAN,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,HONG KONG,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,THAILAND,45
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,67,UNITED KINGDOM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,39,THAILAND,41
EPX,Travel Agency,Online,Cancellation Plan,0,73,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,44,UNITED STATES,32
EPX,Travel Agency,Online,Cancellation Plan,0,3,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,HONG KONG,36
EPX,Travel Agency,Online,Cancellation Plan,0,9,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,HONG KONG,52
EPX,Travel Agency,Online,Cancellation Plan,0,105,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,128,NORWAY,36
EPX,Travel Agency,Online,Cancellation Plan,0,31,INDIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,4,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,28,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,33,MYANMAR,36
EPX,Travel Agency,Online,Cancellation Plan,0,51,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,34,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,70,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,1,UNITED KINGDOM,36
EPX,Travel Agency,Online,Cancellation Plan,0,46,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,31,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,27,HONG KONG,39
EPX,Travel Agency,Online,Cancellation Plan,0,64,INDIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,66,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,SINGAPORE,81
EPX,Travel Agency,Online,Cancellation Plan,0,39,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,32,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,160,SAUDI ARABIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,39,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,AUSTRALIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,63,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,Cancellation Plan,0,1,BANGLADESH,36
EPX,Travel Agency,Online,Cancellation Plan,0,25,BELGIUM,36
EPX,Travel Agency,Online,Cancellation Plan,0,6,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,38,PORTUGAL,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,UNITED STATES,55
EPX,Travel Agency,Online,Cancellation Plan,0,8,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,14,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,MYANMAR,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,44,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,25,MALAYSIA,24
EPX,Travel Agency,Online,Cancellation Plan,0,38,SWITZERLAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,22,INDONESIA,21
EPX,Travel Agency,Online,Cancellation Plan,0,73,UNITED STATES,68
EPX,Travel Agency,Online,Cancellation Plan,0,5,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,31,SINGAPORE,29
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,MALAYSIA,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,29,POLAND,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,31,SWITZERLAND,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,7,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,61,THAILAND,21
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,SINGAPORE,30
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,INDONESIA,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,60,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,23,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,JAPAN,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,HONG KONG,36
KML,Travel Agency,Online,Value Plan,0,22,INDONESIA,48
RAB,Airlines,Online,Value Plan,0,8,BRUNEI DARUSSALAM,39
RAB,Airlines,Online,Value Plan,0,8,BRUNEI DARUSSALAM,54
RAB,Airlines,Online,Value Plan,0,42,BRUNEI DARUSSALAM,39
SSI,Airlines,Online,Ticket Protector,0,78,SINGAPORE,48
SSI,Airlines,Online,Ticket Protector,0,44,SINGAPORE,48
SSI,Airlines,Online,Ticket Protector,0,78,SINGAPORE,48
SSI,Airlines,Online,Ticket Protector,0,81,SINGAPORE,48
JZI,Airlines,Online,Basic Plan,0,2,CHINA,34
JZI,Airlines,Online,Basic Plan,0,18,HONG KONG,51
JZI,Airlines,Online,Basic Plan,0,13,PHILIPPINES,26
JZI,Airlines,Online,Basic Plan,0,19,CHINA,61
JZI,Airlines,Online,Basic Plan,0,38,HONG KONG,30
JZI,Airlines,Online,Basic Plan,0,25,CHINA,60
JZI,Airlines,Online,Basic Plan,0,22,VIET NAM,45
JZI,Airlines,Online,Basic Plan,0,71,CHINA,38
JZI,Airlines,Online,Basic Plan,0,30,CHINA,45
JZI,Airlines,Online,Basic Plan,0,1,INDONESIA,33
JZI,Airlines,Online,Basic Plan,0,13,CHINA,37
JZI,Airlines,Online,Value Plan,0,25,UNITED STATES,38
JZI,Airlines,Online,Value Plan,0,9,"KOREA, REPUBLIC OF",41
C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,27
C2B,Airlines,Online,Bronze Plan,0,22,SINGAPORE,31
C2B,Airlines,Online,Bronze Plan,0,22,SINGAPORE,31
C2B,Airlines,Online,Bronze Plan,0,22,SINGAPORE,31
C2B,Airlines,Online,Bronze Plan,0,32,SINGAPORE,40
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,60
C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,28
C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,32
C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,27
C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,22
C2B,Airlines,Online,Bronze Plan,0,2,SINGAPORE,25
C2B,Airlines,Online,Bronze Plan,0,214,SINGAPORE,38
C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,36
C2B,Airlines,Online,Bronze Plan,0,11,SINGAPORE,27
C2B,Airlines,Online,Bronze Plan,1,12,SINGAPORE,27
C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,56
C2B,Airlines,Online,Bronze Plan,0,14,SINGAPORE,27
C2B,Airlines,Online,Bronze Plan,0,15,SINGAPORE,33
C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,28
C2B,Airlines,Online,Bronze Plan,0,20,SINGAPORE,44
C2B,Airlines,Online,Bronze Plan,0,48,SINGAPORE,26
C2B,Airlines,Online,Bronze Plan,1,8,SINGAPORE,30
C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,45
C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,45
C2B,Airlines,Online,Bronze Plan,0,24,SINGAPORE,53
C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,33
C2B,Airlines,Online,Bronze Plan,0,15,SINGAPORE,32
C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,53
C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,40
C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,38
C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,25
C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,47
C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,29
C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,28
C2B,Airlines,Online,Bronze Plan,0,15,SINGAPORE,28
C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,25
C2B,Airlines,Online,Bronze Plan,0,81,SINGAPORE,41
C2B,Airlines,Online,Silver Plan,0,2,SINGAPORE,41
C2B,Airlines,Online,Silver Plan,0,12,SINGAPORE,26
C2B,Airlines,Online,Silver Plan,0,140,SINGAPORE,29
C2B,Airlines,Online,Silver Plan,0,16,SINGAPORE,29
C2B,Airlines,Online,Silver Plan,0,84,SINGAPORE,40
C2B,Airlines,Online,Silver Plan,0,36,SINGAPORE,37
C2B,Airlines,Online,Silver Plan,0,18,SINGAPORE,63
C2B,Airlines,Online,Silver Plan,0,39,SINGAPORE,45
C2B,Airlines,Online,Silver Plan,0,32,SINGAPORE,22
C2B,Airlines,Online,Silver Plan,0,17,SINGAPORE,28
C2B,Airlines,Online,Silver Plan,0,10,SINGAPORE,39
C2B,Airlines,Online,Silver Plan,0,24,SINGAPORE,52
C2B,Airlines,Online,Silver Plan,1,88,SINGAPORE,60
C2B,Airlines,Online,Silver Plan,0,3,SINGAPORE,54
C2B,Airlines,Online,Silver Plan,0,42,SINGAPORE,30
C2B,Airlines,Online,Gold Plan,0,10,SINGAPORE,31
C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,68
C2B,Airlines,Online,Annual Silver Plan,0,380,SINGAPORE,25
C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,MALAYSIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,13,AUSTRALIA,55
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,AUSTRALIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,67,UNITED STATES,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,ITALY,41
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,"KOREA, REPUBLIC OF",44
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,63,UNITED STATES,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,131,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,55,THAILAND,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,2,SINGAPORE,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,33,HONG KONG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,1,36,SWITZERLAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,VIET NAM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,INDIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,VIET NAM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,PHILIPPINES,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,VIET NAM,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,3,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,104,UKRAINE,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,FRANCE,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,71,HONG KONG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,31,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,42,UNITED STATES,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,34,UNITED STATES,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,23,UNITED STATES,61
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,28,CAMBODIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,93,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,56,CAMBODIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,88,UNITED KINGDOM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,"KOREA, REPUBLIC OF",54
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,39,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,40,JAPAN,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,"TAIWAN, PROVINCE OF CHINA",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,"TAIWAN, PROVINCE OF CHINA",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,45,BRUNEI DARUSSALAM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,33,AUSTRALIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,45,HONG KONG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,INDONESIA,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,45,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,77,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,28,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,25,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,15,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,21,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,18,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,4,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,15,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,9,MALAYSIA,55
EPX,Travel Agency,Online,Cancellation Plan,0,16,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,51,SINGAPORE,45
EPX,Travel Agency,Online,Cancellation Plan,0,1,SINGAPORE,29
EPX,Travel Agency,Online,Cancellation Plan,0,49,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,4,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,14,INDONESIA,37
EPX,Travel Agency,Online,Cancellation Plan,0,29,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,1,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,17,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,1,MALAYSIA,36
